PID,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Misc Feature,Misc Val,Pool Area,Pool QC,MS SubClass,MS Zoning,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add
528142050,Ex,TA,Gd,GLQ,778,Unf,0,140,918,1,0,BuiltIn,2007,Fin,3,786,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,Stone,120,Ex,TA,PConc,GasA,Ex,true,SBrkr,958,1142,0,2100,2,1,3,1,Ex,8,Typ,2,Gd,Y,172,104,0,0,0,NA,9,2007,New,Partial,319500,82,9709,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2007,2007
528142060,Ex,TA,Gd,Unf,0,Unf,0,1054,1054,0,0,BuiltIn,2006,Fin,3,672,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,Gd,true,SBrkr,1054,1335,0,2389,2,1,4,1,Gd,10,Typ,1,Gd,Y,176,64,0,0,0,NA,11,2006,New,Partial,298236,82,10672,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2006,2006
528142070,Ex,TA,Av,GLQ,880,Unf,0,644,1524,1,0,BuiltIn,2005,Fin,3,784,TA,TA,NA,0,0,NA,60,RL,Hip,CompShg,MetalSd,MetalSd,BrkFace,142,Gd,TA,PConc,GasA,Ex,true,SBrkr,1544,814,0,2358,2,1,4,1,Ex,10,Typ,1,Gd,Y,120,34,0,0,0,NA,8,2006,New,Partial,329900,82,11643,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2005,2006
528142090,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,1,0,Attchd,2004,Fin,3,862,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,MetalSd,MetalSd,Stone,42,Gd,TA,PConc,GasA,Ex,true,SBrkr,1836,0,0,1836,2,0,3,1,Gd,7,Typ,1,Gd,Y,125,185,0,0,0,NA,3,2009,WD ,Normal,280000,107,11362,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,8,5,2004,2005
528142110,Ex,TA,Gd,GLQ,1274,Unf,0,622,1896,1,0,Attchd,2003,Fin,3,708,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,Ex,true,SBrkr,1944,0,0,1944,2,0,3,1,Ex,8,Typ,3,Ex,Y,208,175,0,0,0,NA,11,2006,WD ,Normal,360000,90,12378,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,9,5,2003,2004
528142130,Gd,TA,No,GLQ,1124,NA,479,1603,3206,1,0,Attchd,2003,RFn,3,880,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,296,Gd,TA,PConc,GasA,Ex,true,SBrkr,1629,0,0,1629,2,0,3,1,Gd,7,Typ,1,Gd,Y,0,0,0,0,0,NA,10,2009,WD ,Normal,284000,85,10655,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,8,5,2003,2004
528142140,Ex,TA,No,GLQ,856,Unf,0,292,1148,1,0,BuiltIn,2004,Fin,3,756,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,Stone,126,Gd,TA,PConc,GasA,Ex,true,SBrkr,1170,1162,0,2332,2,1,4,1,Ex,9,Typ,1,Gd,Y,224,142,0,0,0,NA,7,2008,WD ,Normal,316000,85,10574,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2004,2004
528142150,Gd,TA,No,ALQ,1262,Unf,0,498,1760,1,0,Attchd,2003,Fin,2,583,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,418,Gd,TA,PConc,GasA,Ex,true,SBrkr,1760,0,0,1760,2,0,3,1,Gd,8,Typ,1,Gd,Y,165,190,0,0,0,NA,6,2009,WD ,Normal,269500,90,12878,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Normal,1Fam,1Story,7,5,2003,2004
528144020,Gd,TA,No,Unf,0,Unf,0,1502,1502,0,0,Attchd,2009,RFn,2,644,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,Stone,268,Gd,TA,PConc,GasA,Ex,true,SBrkr,1502,0,0,1502,2,0,3,1,Gd,7,Typ,0,NA,Y,0,114,0,0,0,NA,9,2009,New,Partial,233170,79,9541,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,7,5,2009,2009
528144030,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,0,0,BuiltIn,2006,Fin,3,753,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,Stone,788,Gd,TA,PConc,GasA,Ex,true,SBrkr,1120,850,0,1970,2,1,3,1,Ex,8,Typ,1,Gd,Y,177,74,0,0,0,NA,10,2006,New,Partial,281000,86,11065,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2006,2006
528144050,Ex,TA,No,GLQ,1288,Unf,0,294,1582,1,0,Attchd,2007,Fin,3,789,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,Stone,300,Gd,TA,PConc,GasA,Ex,true,SBrkr,1610,551,0,2161,1,1,3,1,Ex,8,Typ,1,Gd,Y,178,120,0,0,0,NA,11,2007,New,Partial,325624,86,10562,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2007,2007
528150040,Ex,TA,Gd,Unf,0,Unf,0,1802,1802,0,0,Attchd,2006,Fin,3,843,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,MetalSd,MetalSd,Stone,510,Ex,TA,PConc,GasA,Ex,true,SBrkr,1802,0,0,1802,2,1,3,1,Ex,7,Typ,1,Gd,Y,158,105,0,0,0,NA,6,2007,WD ,Normal,372000,94,13615,Pave,NA,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Normal,1Fam,1Story,9,5,2006,2006
528150070,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,1,0,Attchd,2009,Fin,3,820,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,VinylSd,VinylSd,Stone,760,Ex,TA,PConc,GasA,Ex,true,SBrkr,2364,0,0,2364,2,1,2,1,Ex,11,Typ,2,Gd,Y,0,67,0,0,0,NA,3,2010,New,Partial,611657,100,12919,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,9,5,2009,2010
528150080,Ex,TA,Gd,GLQ,1232,Unf,0,560,1792,1,0,Attchd,2005,RFn,3,925,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,430,Ex,TA,PConc,GasA,Ex,true,SBrkr,1792,0,0,1792,2,0,2,1,Gd,6,Typ,1,Gd,Y,204,49,0,0,0,NA,3,2006,New,Partial,372397,121,13758,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,9,5,2005,2006
528150090,Ex,TA,Gd,GLQ,1383,Unf,0,397,1780,1,0,Attchd,2004,Fin,3,816,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,MetalSd,MetalSd,BrkFace,674,Ex,TA,PConc,GasA,Ex,true,SBrkr,1780,0,0,1780,2,0,2,1,Ex,7,Typ,1,Gd,Y,144,68,0,0,0,NA,8,2006,WD ,Normal,378000,131,14828,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Normal,1Fam,1Story,9,5,2004,2005
528150110,Gd,TA,Av,Unf,0,Unf,0,1706,1706,0,0,BuiltIn,2004,RFn,3,916,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,502,Gd,TA,PConc,GasA,Ex,true,SBrkr,1718,1238,0,2956,2,1,5,1,Ex,11,Typ,1,Ex,Y,194,50,0,0,0,NA,8,2007,WD ,Normal,342000,99,13069,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2004,2004
528150120,Ex,TA,Av,GLQ,970,Unf,0,166,1136,1,0,BuiltIn,2004,Fin,3,872,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,388,Gd,TA,PConc,GasA,Ex,true,SBrkr,1136,1332,0,2468,2,1,4,1,Gd,10,Typ,1,Gd,Y,184,154,0,0,0,NA,6,2007,WD ,Normal,354000,99,12099,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2004,2004
528164040,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,1,0,Attchd,2003,Fin,3,874,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,562,Gd,TA,PConc,GasA,Ex,true,SBrkr,1792,0,0,1792,2,0,2,1,Ex,6,Typ,1,Gd,Y,206,49,0,0,0,NA,8,2006,WD ,Normal,374000,72,11846,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,9,5,2003,2004
528164060,Ex,TA,Gd,GLQ,2257,Unf,0,278,2535,2,0,Attchd,2003,Fin,3,789,TA,TA,NA,0,144,Ex,20,RL,Hip,CompShg,MetalSd,MetalSd,Stone,680,Ex,TA,PConc,GasA,Ex,true,SBrkr,2470,0,0,2470,1,1,1,1,Ex,7,Typ,2,Gd,Y,154,65,0,0,216,NA,2,2008,WD ,Normal,615000,106,12720,Pave,NA,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Normal,1Fam,1Story,10,5,2003,2003
528166060,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,0,0,Attchd,2003,Fin,3,968,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,922,Ex,TA,PConc,GasA,Ex,true,SBrkr,2392,0,0,2392,2,0,3,1,Ex,8,Typ,1,Ex,Y,248,105,0,0,0,NA,6,2009,WD ,Normal,386250,103,13472,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,10,5,2003,2003
528166090,Ex,TA,No,GLQ,1972,Unf,0,480,2452,2,0,Attchd,2003,Fin,3,886,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,724,Gd,TA,PConc,GasA,Ex,true,SBrkr,2452,0,0,2452,2,0,3,1,Ex,10,Typ,1,Gd,Y,0,116,0,0,0,MnPrv,7,2009,WD ,Normal,445000,110,15274,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Normal,1Fam,1Story,9,5,2003,2003
528166120,Ex,TA,Av,GLQ,1016,Unf,0,556,1572,1,0,BuiltIn,2003,Fin,3,726,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,664,Gd,TA,PConc,GasA,Ex,true,SBrkr,1572,1096,0,2668,2,1,3,1,Ex,10,Typ,2,Gd,Y,400,0,0,0,0,NA,3,2008,WD ,Normal,412500,110,13688,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,9,5,2003,2004
528166150,Ex,TA,Mn,GLQ,938,Unf,0,379,1317,1,0,Attchd,2003,Fin,3,818,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,280,Gd,TA,PConc,GasA,Ex,true,SBrkr,1217,1168,0,2385,2,1,3,1,Gd,7,Typ,1,Gd,Y,192,228,0,0,0,NA,1,2007,WD ,Normal,350000,110,14277,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2003,2003
528168030,Gd,TA,No,Unf,0,Unf,0,1082,1082,0,0,BuiltIn,2003,Fin,3,730,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,Stone,186,Gd,TA,PConc,GasA,Ex,true,SBrkr,1105,1295,0,2400,3,1,4,1,Gd,10,Typ,1,Gd,Y,114,40,0,0,0,NA,6,2009,WD ,Normal,290000,96,13262,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2003,2004
528168040,Gd,TA,No,Unf,0,Unf,0,1181,1181,0,0,BuiltIn,2003,Fin,3,656,TA,TA,NA,0,0,NA,60,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,340,Gd,TA,PConc,GasA,Ex,true,SBrkr,1234,1140,0,2374,2,1,4,1,Ex,10,Typ,1,Gd,Y,104,100,0,0,0,NA,5,2007,WD ,Normal,285000,93,11999,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2003,2004
528170040,Ex,TA,No,GLQ,1410,Unf,0,438,1848,1,0,Attchd,2006,Fin,3,706,TA,TA,NA,0,0,NA,60,RL,Hip,CompShg,CemntBd,CmentBd,BrkFace,870,Ex,TA,PConc,GasA,Ex,true,SBrkr,1848,880,0,2728,2,1,4,1,Ex,10,Typ,2,Ex,Y,0,0,0,0,0,NA,4,2006,New,Partial,437154,56,20431,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,9,5,2005,2006
528170070,Gd,TA,No,GLQ,866,Unf,0,132,998,1,0,BuiltIn,2003,RFn,3,871,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,292,Gd,TA,PConc,GasA,Ex,true,SBrkr,1006,1040,0,2046,2,1,3,1,Gd,8,Typ,1,Gd,Y,320,62,0,0,0,NA,8,2008,WD ,Normal,284000,85,10625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,7,5,2003,2004
528172020,Gd,TA,Av,GLQ,546,Unf,0,512,1058,1,0,BuiltIn,2003,Fin,2,736,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,280,Gd,TA,PConc,GasA,Ex,true,SBrkr,1058,846,0,1904,2,1,3,1,Ex,8,Typ,1,Gd,Y,179,60,0,0,0,NA,6,2006,WD ,Normal,275000,74,10927,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2005,2005
528172030,Ex,TA,Av,GLQ,669,Unf,0,226,895,1,0,Attchd,2007,Fin,3,774,TA,TA,NA,0,0,NA,60,RL,Hip,CompShg,VinylSd,VinylSd,Stone,246,Gd,TA,PConc,GasA,Ex,true,SBrkr,895,923,0,1818,2,1,3,1,Ex,8,Typ,1,Gd,Y,196,104,0,0,0,NA,8,2007,New,Partial,281500,0,12568,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2007,2007
528172050,Gd,TA,Mn,GLQ,1178,Unf,0,436,1614,1,0,Attchd,2005,RFn,3,878,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,GasA,Ex,true,SBrkr,1614,0,0,1614,2,0,3,1,Gd,7,Typ,0,NA,Y,100,38,0,0,0,NA,5,2007,WD ,Normal,245700,70,9926,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,7,5,2005,2006
528172060,Gd,TA,No,Unf,0,Unf,0,1598,1598,0,0,Attchd,2006,RFn,3,871,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,Stone,383,Gd,TA,PConc,GasA,Gd,true,SBrkr,1606,0,0,1606,2,0,3,1,Gd,6,Typ,1,Gd,Y,230,60,0,0,0,NA,7,2009,WD ,Normal,255900,70,9658,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,8,5,2006,2006
528172070,Gd,TA,No,GLQ,119,Unf,0,1602,1721,1,0,Attchd,2005,RFn,2,554,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,GasA,Ex,true,SBrkr,1721,0,0,1721,2,0,3,1,Gd,7,Typ,0,NA,Y,168,27,0,0,0,NA,1,2007,WD ,Normal,232698,71,9254,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,1Story,8,5,2005,2005
528172075,Gd,TA,No,Unf,0,Unf,0,1298,1298,0,0,BuiltIn,2006,RFn,3,876,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,Ex,true,SBrkr,1298,530,0,1828,2,1,3,1,Gd,7,Typ,0,NA,Y,0,40,0,0,0,NA,2,2007,New,Partial,250000,92,10732,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2006,2007
528172080,Gd,TA,Mn,GLQ,1149,Unf,0,454,1603,1,0,Attchd,2003,Fin,3,732,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,504,Gd,TA,PConc,GasA,Ex,true,SBrkr,1575,0,0,1575,2,0,2,1,Gd,7,Typ,1,TA,Y,216,28,0,0,0,NA,6,2008,WD ,Normal,284000,92,10845,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Normal,1Fam,1Story,8,5,2003,2004
528172150,Gd,TA,No,GLQ,994,Unf,0,426,1420,1,0,BuiltIn,2004,RFn,3,746,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,112,Gd,TA,PConc,GasA,Ex,true,SBrkr,1426,488,0,1914,2,1,3,1,Gd,9,Typ,1,TA,Y,168,127,0,0,0,NA,2,2006,WD ,Normal,279000,0,13215,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2004,2004
528174010,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,0,0,Attchd,2005,RFn,2,460,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,GasA,Ex,true,SBrkr,1362,0,0,1362,2,0,2,1,Gd,6,Typ,1,Gd,Y,192,28,0,0,0,NA,6,2007,WD ,Normal,194700,61,7577,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Normal,TwnhsE,1Story,6,5,2005,2006
528174020,Gd,TA,Av,ALQ,866,Unf,0,436,1302,1,0,Attchd,2005,RFn,2,631,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,GasA,Ex,true,SBrkr,1302,0,0,1302,1,1,1,1,Gd,5,Typ,1,Gd,Y,110,50,0,0,0,NA,8,2007,New,Partial,204000,34,3901,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,Twnhs,1Story,6,5,2005,2006
528174030,Gd,TA,Av,ALQ,1030,Unf,0,272,1302,1,0,Attchd,2005,RFn,2,631,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,GasA,Ex,true,SBrkr,1302,0,0,1302,1,1,1,1,Gd,5,Typ,1,Gd,Y,110,50,0,0,0,NA,5,2007,WD ,Normal,200000,34,3903,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,Twnhs,1Story,6,5,2005,2006
528174040,Gd,TA,Av,ALQ,762,Unf,0,600,1362,1,0,Attchd,2005,RFn,2,460,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,GasA,Ex,true,SBrkr,1362,0,0,1362,2,0,2,1,Gd,6,Typ,1,Gd,Y,192,28,0,0,0,NA,6,2007,WD ,Normal,207000,41,6289,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,TwnhsE,1Story,6,5,2005,2006
528174050,Gd,TA,Av,ALQ,836,Unf,0,522,1358,0,0,Attchd,2005,RFn,2,484,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,GasA,Ex,true,SBrkr,1358,0,0,1358,2,0,2,1,Gd,6,Typ,1,Gd,Y,192,36,0,0,0,NA,8,2009,WD ,Normal,213000,47,6904,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,TwnhsE,1Story,6,5,2005,2005
528174060,Gd,TA,Av,ALQ,900,Unf,0,406,1306,1,0,Attchd,2005,RFn,2,624,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,135,Gd,TA,PConc,GasA,Ex,true,SBrkr,1306,0,0,1306,2,0,1,1,Gd,5,Typ,1,Gd,Y,170,63,0,0,0,NA,8,2009,WD ,Normal,196000,34,5381,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,Twnhs,1Story,6,5,2005,2005
528174070,Gd,TA,Av,GLQ,881,Unf,0,425,1306,1,0,Attchd,2005,RFn,2,624,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,135,Gd,TA,PConc,GasA,Ex,true,SBrkr,1306,0,0,1306,2,0,1,1,Gd,5,Typ,1,Gd,Y,170,63,0,0,0,NA,3,2009,WD ,Normal,184500,34,5122,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,Twnhs,1Story,6,5,2005,2005
528174080,Gd,TA,Av,GLQ,659,Unf,0,705,1364,1,0,Attchd,2005,RFn,2,484,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,GasA,Ex,true,SBrkr,1364,0,0,1364,2,0,2,1,Gd,6,Typ,1,Gd,Y,192,36,0,0,0,NA,6,2006,WD ,Normal,185850,43,7052,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,TwnhsE,1Story,7,5,2005,2005
528175010,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,1,0,Attchd,2010,RFn,2,484,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,128,Gd,TA,PConc,GasA,Ex,true,SBrkr,1358,0,0,1358,2,0,2,1,Gd,6,Typ,1,Gd,Y,192,35,0,0,0,NA,6,2010,New,Partial,224000,44,6371,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,TwnhsE,1Story,7,5,2009,2010
528175050,Gd,TA,No,GLQ,876,Unf,0,474,1350,1,0,Attchd,2008,RFn,2,484,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,176,Gd,TA,PConc,GasA,Ex,true,SBrkr,1358,0,0,1358,2,0,2,1,Gd,6,Typ,1,Gd,Y,192,26,0,0,0,NA,5,2009,WD ,Normal,212500,80,10307,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,TwnhsE,1Story,7,5,2007,2008
528175060,Gd,TA,No,GLQ,904,Unf,0,410,1314,1,0,Attchd,2008,RFn,2,626,TA,TA,NA,0,0,NA,120,RL,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,GasA,Ex,true,SBrkr,1314,0,0,1314,2,0,2,1,Gd,6,Typ,1,Gd,Y,172,62,0,0,0,NA,7,2009,WD ,Normal,230000,34,5001,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,Twnhs,1Story,7,5,2007,2008
528176010,Ex,TA,Gd,GLQ,1373,Unf,0,1473,2846,1,0,Attchd,2003,Fin,3,958,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095,Ex,TA,PConc,GasA,Ex,true,SBrkr,2696,0,0,2696,2,1,3,1,Ex,10,Typ,2,Gd,Y,220,150,0,0,0,NA,6,2010,WD ,Normal,500000,110,14300,Pave,NA,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Normal,1Fam,1Story,9,5,2003,2004
528176030,Ex,TA,Gd,GLQ,2146,Unf,0,346,2492,1,0,Attchd,2004,Fin,3,949,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,CemntBd,CmentBd,Stone,730,Ex,TA,PConc,GasA,Ex,true,SBrkr,2492,0,0,2492,2,1,2,1,Ex,8,Typ,1,Ex,Y,226,235,0,0,0,NA,2,2009,WD ,Abnorml,552000,100,14836,Pave,NA,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Normal,1Fam,1Story,10,5,2004,2005
528176070,Gd,TA,Gd,GLQ,578,Unf,0,1093,1671,1,0,Attchd,2002,Fin,3,756,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,232,Gd,TA,PConc,GasA,Ex,true,SBrkr,1687,563,0,2250,2,1,3,1,Gd,7,Typ,1,Ex,Y,238,130,0,0,0,NA,6,2010,WD ,Normal,320000,105,13650,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2002,2002
528178010,Ex,TA,Gd,GLQ,1557,Unf,0,643,2200,1,0,Attchd,2003,Fin,3,685,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,470,Gd,TA,PConc,GasA,Ex,true,SBrkr,2200,0,0,2200,2,1,3,1,Ex,8,Typ,1,Gd,Y,208,55,0,0,0,NA,7,2009,WD ,Normal,382500,117,15262,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Normal,1Fam,1Story,8,5,2003,2004
528178070,Ex,TA,Mn,GLQ,1075,Unf,0,404,1479,1,0,Attchd,2001,Fin,3,746,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110,Gd,TA,PConc,GasA,Ex,true,SBrkr,1515,1134,0,2649,2,1,4,1,Gd,10,Typ,1,TA,Y,0,60,0,0,0,NA,1,2008,WD ,Normal,421250,130,16900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Normal,1Fam,2Story,8,5,2001,2002
